_id,url,title,product_promotion,product_specs,current_price,color_options
666baeb49793e149fe7393c1,https://hoanghamobile.com/dien-thoai/dien-thoai-di-dong-mobell-f209-4g-chinh-hang,điện thoại di động mobell f209 4g - chính hãng,- Giảm 20% tối đa 500k khi mở thẻ tín dụng TPBank EVO<br>,,"590,000 ₫","['Màu Đen', 'Đỏ ', 'Xanh', 'Màu Vàng']"
666baeb49793e149fe7393c7,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-a34-5g-8gb-256gb-chinh-hang,điện thoại samsung galaxy a34 5g 8gb/256gb - chính hãng,- Ưu đãi trả góp 0% qua Shinhan Finance hoặc Mirae Asset Finance<br>- Giảm 5% không giới hạn khuyến mãi qua Homepaylater<br>- Giảm thêm tới 700.000đ khi thanh toán qua Kredivo.<br>- Giảm 50% tối đa 700k khi mở thẻ tín dụng Vpbank trên SenID<br>- Giảm 20% tối đa 500k khi mở thẻ tín dụng TPBank EVO<br>- Mở thẻ tín dụng VIB - Nhận Voucher 600.000đ<br>- Giảm 1% tối đa 100.000đ  khi thanh toán qua Zalopay<br>,"Công nghệ màn hình:
Super AMOLED , 120Hz ,19.5:9<br> Độ phân giải:
FHD+, 8MP F2.2 (Siêu Rộng), 48MP F1.8 OIS (Rộng), 5MP F2.4 (Cận cảnh), 13MP F2.2<br> Kích thước màn hình:
6.6 inch<br> Vi xử lý:
MediaTek Dimensity 1080<br> Bộ nhớ trong:
256GB<br> RAM:
8GB<br> Mạng di động:
5G<br> Dung lượng pin:
5000 mAh<br>","5,990,000 ₫","['Màu Đen', 'Bạc', 'Xanh']"
666baeb49793e149fe7393be,https://hoanghamobile.com/dien-thoai/dien-thoai-tecno-camon-30-8-8gb-256gb,điện thoại tecno camon 30 (8+8gb/256gb) - chính hãng,- KM 1<br>- Tặng phiếu mua hàng 600.000đ.<br>- KM 2<br>- 12+1 tháng + Bao xài đổi trả trong 100 ngày<br>- KM 3<br>- 60 ngày bảo hành rơi vỡ màn hình. (Trung tâm bảo hành Digitek)<br>,"Công nghệ màn hình:
Amoled<br> Độ phân giải:
FHD+, 100MP* (OIS+EIS)+2MP+AI CAM, 50MP<br> Kích thước màn hình:
6.78 inch<br> Hệ điều hành:
HiOS 14/Android 14<br> Vi xử lý:
Helio G99 Ultimate (6nm)<br> Bộ nhớ trong:
256GB<br> RAM:
8GB + 8GB (RAM ảo)<br> Dung lượng pin:
5000 mAh<br>","5,890,000 ₫","['Đen Trời Đêm', 'Trắng núi tuyết', 'Nâu sa mạc']"
666baeb49793e149fe7393c4,https://hoanghamobile.com/dien-thoai/dien-thoai-di-dong-mobell-m139-4g-chinh-hang,điện thoại di động mobell m139 4g - chính hãng,- Giảm 20% tối đa 500k khi mở thẻ tín dụng TPBank EVO<br>,,"370,000 ₫","['Black', 'Red', 'Blue']"
666baeb49793e149fe7393bf,https://hoanghamobile.com/dien-thoai/dien-thoai-di-dong-mobell-rock-4-4g-chinh-hang,điện thoại di động mobell rock 4 4g - chính hãng,- Giảm 20% tối đa 500k khi mở thẻ tín dụng TPBank EVO<br>,,"670,000 ₫","['Xanh blue', 'Xanh Lục', 'Màu Đen']"
666baeb49793e149fe7393c2,https://hoanghamobile.com/dien-thoai/dien-thoai-di-dong-mobell-m539-4g-chinh-hang,điện thoại di động mobell m539 4g - chính hãng,- Giảm 20% tối đa 500k khi mở thẻ tín dụng TPBank EVO<br>,,"640,000 ₫","['Gold', 'Red']"
666baeb49793e149fe7393c5,https://hoanghamobile.com/dien-thoai/nubia-neo-2-12-8gb-256gb,nubia neo 2 8gb+12gb/256gb - chính hãng,- KM 1<br>- Tặng Tai nghe không dây Havit TW960 - Chính Hãng trị giá 490.000<br>,"Công nghệ màn hình:
FHD+<br> Độ phân giải:
2400*1080px, Camera chính 50MP, F1.8, AF, Ống kính độ sâu 2MP, 16MP<br> Kích thước màn hình:
6.72 inch<br> Hệ điều hành:
Android 13<br> Vi xử lý:
Unisoc T820<br> Bộ nhớ trong:
256GB<br> RAM:
8GB + 12GB(Ảo)<br> Dung lượng pin:
5200mAh/6000mAh (typical value)<br>","4,990,000 ₫","['Màu Vàng', 'Bạc', 'Màu Đen']"
666baeb49793e149fe7393c0,https://hoanghamobile.com/dien-thoai/dien-thoai-di-dong-mobell-f309-4g-chinh-hang,điện thoại di động mobell f309 4g - chính hãng,- Giảm 20% tối đa 500k khi mở thẻ tín dụng TPBank EVO<br>,,"650,000 ₫","['Màu Vàng', 'Màu Đen', 'Đỏ ', 'Xanh']"
666baeb49793e149fe7393c3,https://hoanghamobile.com/dien-thoai/dien-thoai-di-dong-mobell-m331-4g-chinh-hang,điện thoại di động mobell m331 4g - chính hãng,- Giảm 20% tối đa 500k khi mở thẻ tín dụng TPBank EVO<br>,,"490,000 ₫","['Đỏ ', 'Xanh', 'Màu Đen']"
666baeb49793e149fe7393c6,https://hoanghamobile.com/dien-thoai/realme-c53-8-256gb-chinh-hang,điện thoại realme c53 - 8gb/256gb- chính hãng,- KM 1<br>- Tặng phiếu mua hàng 200.000 khi thu cũ lên đời<br>,"Công nghệ màn hình:
IPS LCD<br> Độ phân giải:
HD 720*1600, Chính 50MP + 0.08MP, Chính 8MP<br> Kích thước màn hình:
6.74 inch<br> Hệ điều hành:
Android 13, realme UI T Edition<br> Vi xử lý:
UNISOC T612<br> Bộ nhớ trong:
256GB<br> RAM:
8GB + 8GB<br> Mạng di động:
Không hỗ trợ 5G<br> Số khe SIM:
2 nano SIM + 1 khe thẻ nhớ<br> Dung lượng pin:
5000 mAh<br>","3,990,000 ₫","['Màu Đen', 'Màu Vàng']"
666baeb59793e149fe7393cb,https://hoanghamobile.com/dien-thoai/samsung-galaxy-s23-fe-5g-8gb-256gb,điện thoại samsung galaxy s23 fe 5g 8gb/256gb - chính hãng,"- KM 1<br>- Trả góp tới 06 tháng không lãi suất, trả trước 0 đồng với Samsung Finance+.<br>- KM 2<br>- Giảm thêm 1.900.000đ<br>","Công nghệ màn hình:
Dynamic AMOLED 2X, Tần số làm tươi màn hình: 120 Hz<br> Độ phân giải:
1080 x 2340 (FHD+), Góc rộng: 50MP, Góc siêu rộng: 12MP, Zoom quang 3X: 8MP, 10MP (F2.4)<br> Kích thước màn hình:
6.4 inch<br> Hệ điều hành:
Android<br> Vi xử lý:
Exynos 2200<br> Bộ nhớ trong:
256GB<br> RAM:
8GB<br> Mạng di động:
Có hỗ trợ 5G<br> Số khe SIM:
SIM Kép (SIM 1 + SIM 2 or Embedded SIM)<br> Dung lượng pin:
4500 mAh<br>","14,890,000 ₫","['Màu Xám', 'Màu Tím']"
666baeb59793e149fe7393c9,https://hoanghamobile.com/dien-thoai-di-dong/redmi-a3-4gb-128gb-chinh-hang,điện thoại redmi a3 (4gb/128gb) - chính hãng,- Giảm 5% không giới hạn khuyến mãi qua Homepaylater<br>- Giảm 50% tối đa 700k khi mở thẻ tín dụng Vpbank trên SenID<br>- Giảm 20% tối đa 500k khi mở thẻ tín dụng TPBank EVO<br>- Giảm 1% tối đa 100.000đ  khi thanh toán qua Zalopay<br>,"Công nghệ màn hình:
IPS LCD 90Hz<br> Độ phân giải:
720x1650, Camera chính 8MP f/2.0, Camera phụ trợ QVGA, 5MP f/2.2<br> Kích thước màn hình:
6.71 inch<br> Hệ điều hành:
Android 14<br> Vi xử lý:
MediaTek Helio G36<br> Bộ nhớ trong:
128GB<br> RAM:
4GB<br> Mạng di động:
2G, 3G, 4G<br> Số khe SIM:
2 nano SIM<br> Dung lượng pin:
5000 mAh<br>","2,990,000 ₫","['Xanh Dương', 'Màu Đen']"
666baeb59793e149fe7393cf,https://hoanghamobile.com/dien-thoai/tcl-406s-4gb-64gb-chinh-hang,điện thoại tcl 406s (4gb/64gb) - chính hãng,- Giảm 5% không giới hạn khuyến mãi qua Homepaylater<br>- Giảm 50% tối đa 700k khi mở thẻ tín dụng Vpbank trên SenID<br>- Giảm 20% tối đa 500k khi mở thẻ tín dụng TPBank EVO<br>- Giảm 1% tối đa 100.000đ  khi thanh toán qua Zalopay<br>,"Công nghệ màn hình:
IPS LCD<br> Độ phân giải:
720x1612, Camera chính 13MP f/2.2, Camera chiều sâu 2MP f/2.4, 5MP f/2.2<br> Kích thước màn hình:
6.6 inch<br> Hệ điều hành:
Android 13<br> Vi xử lý:
MediaTek Helio G25<br> Bộ nhớ trong:
64GB<br> RAM:
4GB<br> Mạng di động:
2G, 3G, 4G<br> Số khe SIM:
2 nano SIM<br> Dung lượng pin:
5000 mAh<br>","1,990,000 ₫","['Màu Xám', 'Xanh Dương']"
666baeb59793e149fe7393c8,https://hoanghamobile.com/dien-thoai/zte-blade-a54-4gb-128gb,điện thoại zte blade a54 (4+4gb/128gb) - chính hãng,- Giảm 5% không giới hạn khuyến mãi qua Homepaylater<br>- Giảm 50% tối đa 700k khi mở thẻ tín dụng Vpbank trên SenID<br>- Giảm 20% tối đa 500k khi mở thẻ tín dụng TPBank EVO<br>- Giảm 1% tối đa 100.000đ  khi thanh toán qua Zalopay<br>,"Công nghệ màn hình:
IPS LCD<br> Độ phân giải:
720x1612, Camera chính 13MP, Camera phụ VGA, Camera trước 5MP<br> Kích thước màn hình:
6.6 inch<br> Hệ điều hành:
Android 13<br> Vi xử lý:
Unisoc SC9863A<br> Bộ nhớ trong:
128GB<br> RAM:
4GB<br> Mạng di động:
2G, 3G, 4G<br> Số khe SIM:
2 nano SIM<br> Dung lượng pin:
5000 mAh<br>","2,290,000 ₫","['Xanh Dương', 'Màu Tím', 'Màu Xám']"
666baeb59793e149fe7393cc,https://hoanghamobile.com/dien-thoai/realme-c60-4gb-64gb-chinh-hang,điện thoại realme c60 4gb/64gb - chính hãng,- KM 1<br>- Tham gia thu cũ lên đời giảm thêm 300.000đ<br>,"Công nghệ màn hình:
IPS LCD - Tần số quét 90 Hz - Màn Giọt nước<br> Độ phân giải:
HD (720x1600px), Camera chính 13MP & Phụ 0.08MP, Chính 5MP<br> Kích thước màn hình:
6.74 inch<br> Hệ điều hành:
Android 13, realme UI<br> Vi xử lý:
UNISOC T612<br> Bộ nhớ trong:
64GB<br> RAM:
4GB<br> Mạng di động:
Không hỗ trợ 5G<br> Số khe SIM:
2 nano SIM + 1 khe thẻ nhớ<br> Dung lượng pin:
5000 mAh<br>","2,790,000 ₫","['Xanh', 'Màu Đen']"
666baeb59793e149fe7393ce,https://hoanghamobile.com/dien-thoai/samsung-galaxy-s24-ultra-chinh-hang-bhdt,điện thoại samsung galaxy s24 ultra - 12gb/256gb - chính hãng (bhđt),"- KM 1<br>- Trả góp tới 06 tháng không lãi suất, trả trước 0 đồng với Samsung Finance+.<br>","Công nghệ màn hình:
Dynamic AMOLED 2X, Tần số quát 120Hz<br> Độ phân giải:
3120 x 1440 (Quad HD+), 16 triệu màu, 200.0 MP + 50.0 MP + 12.0 MP + 10.0 MP, (F1.7 , F3.4 , F2.2 , F2.4), 12.0 MP<br> Kích thước màn hình:
6.8 inch<br> Vi xử lý:
Snapdragon 8 Gen 3<br> Bộ nhớ trong:
256GB<br> RAM:
12GB<br> Số khe SIM:
Nano-SIM (4FF),Embedded-SIM<br> Dung lượng pin:
5000 mAh<br>","24,990,000 ₫","['Màu Xám', 'Màu Đen', 'Màu Tím']"
666baeb59793e149fe7393ca,https://hoanghamobile.com/dien-thoai/oscal-tiger-12-12gb-256gb-chinh-hang,oscal tiger 12 (12+12gb/256gb) - chính hãng,- KM 1<br>- Ưu đãi Trả góp 0% - Trả trước 0đ.<br>- KM 2<br>- 1 đổi 1 trong 100 ngày đầu nếu có lỗi do nhà sản xuất.<br>- KM 3<br>- Ưu đãi dành riêng cho khách hàng sở hữu OSCAL - Tặng ngay SIM MobiFone/VNSKY dung lượng truy cập cao<br>,"Công nghệ màn hình:
IPS LCD 120Hz<br> Độ phân giải:
1080x2460, Camera chính 64MP Samsung ISOCELLGW3, Camera phụ 2MP, Camera trước 13MP Samsung ISOCELL3L6<br> Kích thước màn hình:
6.78 inch<br> Hệ điều hành:
DokeOS 4.0 trên nền tảng Android 13<br> Vi xử lý:
MediaTek Helio G99<br> Bộ nhớ trong:
256GB<br> RAM:
12GB<br> Mạng di động:
2G, 3G, 4G<br> Số khe SIM:
2 nano SIM<br> Dung lượng pin:
5000 mAh<br>","3,990,000 ₫","['Xanh Thiên Thanh', 'Xám Vân Vũ', 'Tím Bồng Bềnh']"
666baeb59793e149fe7393cd,https://hoanghamobile.com/dien-thoai/tecno-spark-20-pro-plus-8gb-256gb-chinh-hang,điện thoại tecno spark 20 pro + (8+8gb/256gb) - chính hãng,- Ưu đãi trả góp 0% qua Shinhan Finance hoặc Mirae Asset Finance<br>- Giảm 5% không giới hạn khuyến mãi qua Homepaylater<br>- Giảm thêm tới 700.000đ khi thanh toán qua Kredivo.<br>- Giảm 50% tối đa 700k khi mở thẻ tín dụng Vpbank trên SenID<br>- Giảm 20% tối đa 500k khi mở thẻ tín dụng TPBank EVO<br>- Giảm 1% tối đa 100.000đ  khi thanh toán qua Zalopay<br>,"Công nghệ màn hình:
AMOLED 120Hz<br> Độ phân giải:
1080x2436, Camera chính 108MP f/1.8, Camera macro 2MP, Camera phụ VGA, Camera trước 32MP<br> Kích thước màn hình:
6.78 inch<br> Hệ điều hành:
HIOS 14 trên nền tảng Android 14<br> Vi xử lý:
MediaTek Helio G99 Ultimate<br> Bộ nhớ trong:
256GB<br> RAM:
8GB<br> Mạng di động:
2G, 3G, 4G<br> Số khe SIM:
2 nano SIM<br> Dung lượng pin:
5000 mAh<br>","4,890,000 ₫","['Đen', 'Trắng', 'Vàng']"
666baeb59793e149fe7393d0,https://hoanghamobile.com/dien-thoai/redmi-a2-series-3gb-64gb-chinh-hang,điện thoại redmi a2+ (3gb/64gb) - chính hãng,- Giảm 5% không giới hạn khuyến mãi qua Homepaylater<br>- Giảm 50% tối đa 700k khi mở thẻ tín dụng Vpbank trên SenID<br>- Giảm 20% tối đa 500k khi mở thẻ tín dụng TPBank EVO<br>- Giảm 1% tối đa 100.000đ  khi thanh toán qua Zalopay<br>,"Công nghệ màn hình:
IPS LCD<br> Độ phân giải:
720x1600, Camera chính 8MP f/2.0, Camera phụ trợ QVGA, 5MP f/2.2<br> Kích thước màn hình:
6.52 inch<br> Hệ điều hành:
Android 12 (Go Edition)<br> Vi xử lý:
MediaTek Helio G36<br> Bộ nhớ trong:
64GB<br> RAM:
3GB<br> Mạng di động:
2G, 3G, 4G<br> Số khe SIM:
2 nano SIM<br> Dung lượng pin:
5000 mAh<br>","1,990,000 ₫","['Màu Đen', 'Xanh Dương', 'Xanh Lá']"
666baeb59793e149fe7393d1,https://hoanghamobile.com/dien-thoai/honor-x7b-chinh-hang,điện thoại honor x7b - 8gb/256gb - chính hãng,- KM 1<br>- Tặng Bộ quà Hoàng Hà (Chi tiết liên hệ 1900.2091)<br>,"Công nghệ màn hình:
LCD, 90Hz<br> Độ phân giải:
2412 x 1080px, Camera chính 108MP (f1.75) + Camera siêu rộng & chiều sâu 5MP (f2.2) + Camera cận cảnh 2MP (f2.4), Hỗ trợ lên đến 12000*9000 pixel, 8MP<br> Kích thước màn hình:
6.8 inch<br> Hệ điều hành:
MagicOS 7.2 (nền tảng Android 13）<br> Vi xử lý:
Qualcomm Snapdragon 680<br> Bộ nhớ trong:
256GB<br> RAM:
8GB<br> Mạng di động:
  inch4G (LTE TDD/LTE FDD), 3G (WCDMA), 2G (GSM), *Các chức năng khả dụng trên mạng trực tiếp tùy thuộc vào tình hình triển khai mạng của nhà cung cấp dịch vụ và các dịch vụ liên quan. inch<br> Dung lượng pin:
6000 mAh<br>","4,990,000 ₫","['Bạc', 'Màu Đen']"
666baeb59793e149fe7393d6,https://hoanghamobile.com/dien-thoai/samsung-galaxy-a35-chinh-hang,điện thoại samsung galaxy a35 - 8gb/128gb - chính hãng,- KM 1<br>- Tặng gói bảo hành HCare (Chi tiết liên hệ 1900.2091)<br>,"Công nghệ màn hình:
Super AMOLED, 120Hz<br> Độ phân giải:
1080 x 2340 (FHD+), 50+8+5MP, 13 MP<br> Kích thước màn hình:
6.6 inch<br> Hệ điều hành:
Android 14<br> Vi xử lý:
Exynos 1380<br> Bộ nhớ trong:
128GB<br> RAM:
8GB<br> Mạng di động:
Hỗ trợ 5G<br> Số khe SIM:
1 SIM + 1 khe phụ (SIM/thẻ nhớ)<br> Dung lượng pin:
5000 mAh<br>","7,990,000 ₫","['Xanh', 'Màu Đen', 'Màu Vàng']"
666baeb59793e149fe7393d3,https://hoanghamobile.com/dien-thoai/oppo-reno11-f-5g-8gb-256gb-chinh-hang,điện thoại oppo reno11 f 5g (8gb/256gb) - chính hãng,- KM 1<br>- Tặng phiếu mua hàng 400.000đ<br>,"Công nghệ màn hình:
AMOLED, Tần số quét tối đa 120Hz, Tần số lấy mẫu cảm ứng tối đa 240Hz, Màn hình 1.07 tỷ màu (10 bit), Độ phủ màu 100% DCI-P3, 100% sRGB<br> Độ phân giải:
1080x2412, Camera chính: 64MP; f/1.7; FOV 81°; AF, Camera góc rộng: 8MP; f/2.2; FOV 112°, Camera macro: 2MP; f/2.4; FOV 89°, 32MP; f/2.4; FOV 90°<br> Kích thước màn hình:
6.7 inch<br> Hệ điều hành:
ColorOS 14.0 trên nền tảng Android 14<br> Vi xử lý:
MediaTek Dimensity 7050<br> Bộ nhớ trong:
256GB<br> RAM:
8GB<br> Mạng di động:
2G, 3G, 4G, 5G<br> Số khe SIM:
2 nano SIM<br> Dung lượng pin:
5000 mAh<br>","8,290,000 ₫","['Xanh Đen', 'Xanh']"
666baeb59793e149fe7393d8,https://hoanghamobile.com/dien-thoai-di-dong/realme-c51-6gb-256gb-chinh-hang,điện thoại realme c51 6gb/256gb - chính hãng,- Ưu đãi trả góp 0% qua Shinhan Finance hoặc Mirae Asset Finance<br>- Giảm 5% không giới hạn khuyến mãi qua Homepaylater<br>- Giảm thêm tới 700.000đ khi thanh toán qua Kredivo.<br>- Giảm 50% tối đa 700k khi mở thẻ tín dụng Vpbank trên SenID<br>- Giảm 20% tối đa 500k khi mở thẻ tín dụng TPBank EVO<br>- Mở thẻ tín dụng VIB - Nhận Voucher 600.000đ<br>- Giảm 1% tối đa 100.000đ  khi thanh toán qua Zalopay<br>,"Công nghệ màn hình:
Tần số quét 90Hz<br> Độ phân giải:
HD, 50M+QVGA, 5MP<br> Kích thước màn hình:
6.74 inch<br> Bộ nhớ trong:
256GB<br> RAM:
6GB<br> Dung lượng pin:
5000 mAh<br>","3,890,000 ₫","['Xanh', 'Màu Đen']"
